,T,LTV,GKW,HTV
2023-06-01 00:00:00,11.5,7001173.706571712,3207179.3296576375,5053991.674368868
2023-06-01 00:05:00,11.391666666666667,6980329.256653306,2100059.646304168,4267953.601757924
2023-06-01 00:10:00,11.283333333333333,8795054.737017442,2402947.069093498,5667995.899602499
2023-06-01 00:15:00,11.175,10025081.026593797,2815256.9490244775,4129260.560376796
2023-06-01 00:20:00,11.066666666666666,8751621.765148487,1315641.5192596926,4599260.53047091
2023-06-01 00:25:00,10.958333333333334,11453119.705622628,3537716.2323943796,4031326.846230187
2023-06-01 00:30:00,10.850000000000001,11710517.400740825,1856149.6166964502,3528945.0256422507
2023-06-01 00:35:00,10.741666666666667,13791779.996123752,3317502.67868537,5704819.660529397
2023-06-01 00:40:00,10.633333333333335,12165418.583889559,2485140.311208149,4080913.49768208
2023-06-01 00:45:00,10.525,12240009.294416253,3784809.5180981634,5079168.588444918
2023-06-01 00:50:00,10.416666666666668,12521832.287613051,1763484.4428937123,3284634.0363984834
2023-06-01 00:55:00,10.308333333333334,10702929.20776885,1483912.5183315068,5123649.777755915
2023-06-01 01:00:00,10.200000000000001,13717489.087306714,3355584.0747831534,4146974.7445225865
2023-06-01 01:05:00,10.175,11763453.742128097,2515976.50998648,5681097.280892504
2023-06-01 01:10:00,10.15,8542994.361307113,2063485.2428028646,3007197.5879456904
2023-06-01 01:15:00,10.125,14586322.79577954,2092564.8166814952,4571335.437036649
2023-06-01 01:20:00,10.100000000000001,10515914.602899097,2956951.4198851357,4833344.805183775
2023-06-01 01:25:00,10.075000000000001,10082912.109555544,1034094.576783147,5836422.154227237
2023-06-01 01:30:00,10.05,9553430.546938363,2575709.5677802875,4456024.60429214
2023-06-01 01:35:00,10.025,10770800.677766591,2904823.945622433,3704547.7825986897
2023-06-01 01:40:00,10.0,9689540.654275563,3076448.788968245,3495914.3752265773
2023-06-01 01:45:00,9.975000000000001,12171271.248726336,911434.7166473153,3807505.0235639024
2023-06-01 01:50:00,9.950000000000001,12890147.836923812,2757215.5058725392,5187237.1347979475
2023-06-01 01:55:00,9.925,11189316.80510707,2920074.500969097,5611032.37448115
