,station_code,T,T10N,TD,ds
633,370,151,,54,2023-05-26 09:00:00+00:00
634,370,164,,54,2023-05-26 10:00:00+00:00
635,370,176,105.0,44,2023-05-26 11:00:00+00:00
636,370,187,,44,2023-05-26 12:00:00+00:00
637,370,188,,37,2023-05-26 13:00:00+00:00
638,370,191,,27,2023-05-26 14:00:00+00:00
639,370,190,,47,2023-05-26 15:00:00+00:00
640,370,186,,46,2023-05-26 16:00:00+00:00
641,370,175,174.0,38,2023-05-26 17:00:00+00:00
642,370,160,,52,2023-05-26 18:00:00+00:00
643,370,142,,52,2023-05-26 19:00:00+00:00
644,370,128,,58,2023-05-26 20:00:00+00:00
645,370,116,,57,2023-05-26 21:00:00+00:00
646,370,108,,57,2023-05-26 22:00:00+00:00
647,370,97,90.0,52,2023-05-26 23:00:00+00:00
648,370,85,,50,2023-05-27 00:00:00+00:00
649,370,85,,49,2023-05-27 01:00:00+00:00
650,370,77,,48,2023-05-27 02:00:00+00:00
651,370,67,,48,2023-05-27 03:00:00+00:00
652,370,84,,53,2023-05-27 04:00:00+00:00
653,370,101,58.0,62,2023-05-27 05:00:00+00:00
654,370,119,,68,2023-05-27 06:00:00+00:00
655,370,140,,75,2023-05-27 07:00:00+00:00
656,370,156,,82,2023-05-27 08:00:00+00:00
657,370,179,,77,2023-05-27 09:00:00+00:00
658,370,196,,70,2023-05-27 10:00:00+00:00
659,370,205,108.0,77,2023-05-27 11:00:00+00:00
660,370,210,,69,2023-05-27 12:00:00+00:00
661,370,219,,67,2023-05-27 13:00:00+00:00
662,370,223,,63,2023-05-27 14:00:00+00:00
663,370,225,,59,2023-05-27 15:00:00+00:00
664,370,222,,60,2023-05-27 16:00:00+00:00
665,370,212,209.0,60,2023-05-27 17:00:00+00:00
666,370,194,,64,2023-05-27 18:00:00+00:00
667,370,154,,74,2023-05-27 19:00:00+00:00
668,370,149,,76,2023-05-27 20:00:00+00:00
669,370,115,,76,2023-05-27 21:00:00+00:00
670,370,120,,83,2023-05-27 22:00:00+00:00
671,370,93,22.0,73,2023-05-27 23:00:00+00:00
672,370,93,,71,2023-05-28 00:00:00+00:00
673,370,95,,74,2023-05-28 01:00:00+00:00
674,370,94,,74,2023-05-28 02:00:00+00:00
675,370,95,,77,2023-05-28 03:00:00+00:00
676,370,114,,90,2023-05-28 04:00:00+00:00
677,370,142,15.0,94,2023-05-28 05:00:00+00:00
678,370,172,,96,2023-05-28 06:00:00+00:00
679,370,197,,97,2023-05-28 07:00:00+00:00
680,370,205,,105,2023-05-28 08:00:00+00:00
681,370,225,,95,2023-05-28 09:00:00+00:00
682,370,222,,90,2023-05-28 10:00:00+00:00
683,370,225,147.0,85,2023-05-28 11:00:00+00:00
684,370,235,,81,2023-05-28 12:00:00+00:00
685,370,237,,87,2023-05-28 13:00:00+00:00
686,370,234,,73,2023-05-28 14:00:00+00:00
687,370,231,,74,2023-05-28 15:00:00+00:00
688,370,227,,83,2023-05-28 16:00:00+00:00
689,370,220,219.0,87,2023-05-28 17:00:00+00:00
690,370,201,,65,2023-05-28 18:00:00+00:00
691,370,176,,95,2023-05-28 19:00:00+00:00
692,370,159,,96,2023-05-28 20:00:00+00:00
693,370,145,,91,2023-05-28 21:00:00+00:00
694,370,131,,90,2023-05-28 22:00:00+00:00
695,370,121,117.0,93,2023-05-28 23:00:00+00:00
696,370,110,,79,2023-05-29 00:00:00+00:00
697,370,100,,68,2023-05-29 01:00:00+00:00
698,370,92,,64,2023-05-29 02:00:00+00:00
699,370,89,,64,2023-05-29 03:00:00+00:00
700,370,96,,68,2023-05-29 04:00:00+00:00
701,370,108,84.0,65,2023-05-29 05:00:00+00:00
702,370,123,,65,2023-05-29 06:00:00+00:00
703,370,141,,66,2023-05-29 07:00:00+00:00
704,370,152,,65,2023-05-29 08:00:00+00:00
705,370,163,,63,2023-05-29 09:00:00+00:00
706,370,171,,69,2023-05-29 10:00:00+00:00
707,370,184,112.0,72,2023-05-29 11:00:00+00:00
708,370,185,,66,2023-05-29 12:00:00+00:00
709,370,183,,59,2023-05-29 13:00:00+00:00
710,370,189,,52,2023-05-29 14:00:00+00:00
711,370,191,,39,2023-05-29 15:00:00+00:00
712,370,188,,36,2023-05-29 16:00:00+00:00
713,370,180,181.0,36,2023-05-29 17:00:00+00:00
714,370,164,,33,2023-05-29 18:00:00+00:00
715,370,146,,28,2023-05-29 19:00:00+00:00
716,370,134,,38,2023-05-29 20:00:00+00:00
717,370,118,,43,2023-05-29 21:00:00+00:00
718,370,107,,47,2023-05-29 22:00:00+00:00
719,370,94,87.0,51,2023-05-29 23:00:00+00:00
720,370,84,,55,2023-05-30 00:00:00+00:00
721,370,71,,51,2023-05-30 01:00:00+00:00
722,370,68,,53,2023-05-30 02:00:00+00:00
723,370,81,,62,2023-05-30 03:00:00+00:00
724,370,94,,63,2023-05-30 04:00:00+00:00
725,370,107,60.0,65,2023-05-30 05:00:00+00:00
726,370,116,,69,2023-05-30 06:00:00+00:00
727,370,126,,68,2023-05-30 07:00:00+00:00
728,370,143,,70,2023-05-30 08:00:00+00:00
729,370,156,,73,2023-05-30 09:00:00+00:00
730,370,172,,69,2023-05-30 10:00:00+00:00
731,370,192,109.0,78,2023-05-30 11:00:00+00:00
732,370,195,,80,2023-05-30 12:00:00+00:00
733,370,203,,78,2023-05-30 13:00:00+00:00
734,370,207,,79,2023-05-30 14:00:00+00:00
735,370,195,,97,2023-05-30 15:00:00+00:00
736,370,188,,94,2023-05-30 16:00:00+00:00
737,370,171,173.0,93,2023-05-30 17:00:00+00:00
738,370,155,,93,2023-05-30 18:00:00+00:00
739,370,144,,90,2023-05-30 19:00:00+00:00
740,370,131,,86,2023-05-30 20:00:00+00:00
741,370,120,,85,2023-05-30 21:00:00+00:00
742,370,109,,84,2023-05-30 22:00:00+00:00
743,370,104,96.0,82,2023-05-30 23:00:00+00:00
24,370,107,,85,2023-05-31 00:00:00+00:00
