,T,LTV,GKW,HTV
2022-12-01 00:00:00,5.6000000000000005,15206152.802434077,2312831.0021711704,4240367.778460026
2022-12-01 00:05:00,5.6000000000000005,20133039.414694402,2013149.8379116305,6768289.804832137
2022-12-01 00:10:00,5.6000000000000005,22248387.515958462,3298836.3422907055,5509260.794356827
2022-12-01 00:15:00,5.6000000000000005,17893255.068128932,2919859.9371991684,2873268.0206939094
2022-12-01 00:20:00,5.6000000000000005,15981025.986402493,2370764.5602196846,4882120.372825852
2022-12-01 00:25:00,5.6000000000000005,19904256.899936747,2413716.5492807697,2617128.7053806484
2022-12-01 00:30:00,5.6000000000000005,19471374.46362733,3506257.01063914,3320801.7517252387
2022-12-01 00:35:00,5.6000000000000005,15765993.322527861,3106275.0489107054,4537332.30738054
2022-12-01 00:40:00,5.6000000000000005,24352705.533097837,2015825.6488676667,5445313.979240416
2022-12-01 00:45:00,5.6000000000000005,17609615.99000128,3713990.1954265498,2965789.753015484
2022-12-01 00:50:00,5.6000000000000005,17825754.558628775,2867604.7027403163,5383889.663268285
2022-12-01 00:55:00,5.6000000000000005,19123981.78425412,2247698.2884228695,4075886.8612799076
2022-12-01 01:00:00,5.6000000000000005,18333293.09580991,1201889.5457072093,6859067.678685345
2022-12-01 01:05:00,5.6000000000000005,19554332.655762613,2572179.626389989,4776428.704134219
2022-12-01 01:10:00,5.6000000000000005,19960353.286635727,3047516.6965083014,4565870.695920637
2022-12-01 01:15:00,5.6000000000000005,18829580.912545882,3124512.1675949045,4726715.744163876
2022-12-01 01:20:00,5.6000000000000005,18692313.666708104,2875119.535797338,4002656.3817395344
2022-12-01 01:25:00,5.6000000000000005,17287116.27999706,2419466.770922697,3380069.142167653
2022-12-01 01:30:00,5.6000000000000005,13922594.875523709,3046100.7417255556,3659002.776241331
2022-12-01 01:35:00,5.6000000000000005,22940189.37745291,3718684.5717818355,4365784.946336417
2022-12-01 01:40:00,5.6000000000000005,19188119.827001438,4137485.4206021624,5352137.883561931
2022-12-01 01:45:00,5.6000000000000005,17460224.455182385,2720442.6198839326,4142393.948382954
2022-12-01 01:50:00,5.6000000000000005,12829252.877420785,4334427.926151354,5365798.192730932
2022-12-01 01:55:00,5.6000000000000005,16753305.393422557,1559558.6825851558,3451101.8323535216
2022-12-01 02:00:00,5.6000000000000005,17830138.0270235,2871523.5834941575,4874137.111872899
2022-12-01 02:05:00,5.6000000000000005,19448754.89761262,2619949.428958223,4524760.15429866
2022-12-01 02:10:00,5.6000000000000005,19473125.226153146,2854347.0395948365,4345988.99703635
2022-12-01 02:15:00,5.6000000000000005,16719738.218077764,3750251.5784357926,5451762.3814031305
2022-12-01 02:20:00,5.6000000000000005,17091503.28623965,2583880.6145214573,4074266.0769393826
2022-12-01 02:25:00,5.6000000000000005,17479966.549648724,2161313.9335560016,3600989.307141968
2022-12-01 02:30:00,5.6000000000000005,19603007.16674084,3337389.2007326116,5146243.924918695
2022-12-01 02:35:00,5.6000000000000005,15873298.185797473,2865025.925850639,3016618.0645789835
2022-12-01 02:40:00,5.6000000000000005,18977934.95044517,3569285.1744578057,4126660.729269552
2022-12-01 02:45:00,5.6000000000000005,16856394.20135519,2391720.270664073,3996983.650158305
2022-12-01 02:50:00,5.6000000000000005,19996224.129673235,2283944.024140931,5675924.308357886
2022-12-01 02:55:00,5.6000000000000005,20633789.185895197,2897997.5111173773,3293826.9699151865
2022-12-01 03:00:00,5.6000000000000005,22718067.350495394,1880118.5537143825,3832875.0396551783
2022-12-01 03:05:00,5.6000000000000005,18332383.331815284,1297021.363479825,4773076.169148376
2022-12-01 03:10:00,5.6000000000000005,20313292.051749963,1803006.1549865294,5125903.493063576
2022-12-01 03:15:00,5.6000000000000005,18452032.01128857,2081651.425648371,4968384.597918829
2022-12-01 03:20:00,5.6000000000000005,17600537.27722195,2499112.4663874004,5137247.864773155
2022-12-01 03:25:00,5.6000000000000005,18099727.305424437,3823358.3801676277,3249838.536893915
2022-12-01 03:30:00,5.6000000000000005,22810772.625794414,3392228.4569214745,5570485.9243635805
2022-12-01 03:35:00,5.6000000000000005,17787549.255866352,2973793.8650676273,4314789.427028705
2022-12-01 03:40:00,5.6000000000000005,19319410.53967916,1279803.815239898,4596402.546283994
2022-12-01 03:45:00,5.6000000000000005,19999063.591582656,2933153.7161019696,1236678.8525460595
2022-12-01 03:50:00,5.6000000000000005,16738932.123377629,1686309.0061015561,2360850.3152015475
2022-12-01 03:55:00,5.6000000000000005,19274735.251370743,4001502.3558335034,5751937.142716529
2022-12-01 04:00:00,5.6000000000000005,20712663.71610241,4001417.8617181466,4291239.382729484
2022-12-01 04:05:00,5.591666666666667,18184992.14285413,2443340.3694667215,4329224.8531229
2022-12-01 04:10:00,5.583333333333334,19825957.55999179,2769420.1039302493,3752149.0074444716
2022-12-01 04:15:00,5.575,17504039.457287855,2477438.4448838816,4028496.770029727
2022-12-01 04:20:00,5.566666666666667,19482869.954487015,2846575.740150565,3403899.846041
2022-12-01 04:25:00,5.558333333333334,17093212.196488727,3229433.043127332,4687000.225939708
2022-12-01 04:30:00,5.550000000000001,19497743.40313975,3443567.7894125124,4888036.496981702
2022-12-01 04:35:00,5.541666666666667,19995495.212189622,1431385.7556490155,4639432.35216796
2022-12-01 04:40:00,5.533333333333333,20552986.93856117,2444793.882061681,4229008.399347763
2022-12-01 04:45:00,5.525,20318826.21490298,2827427.003603885,6366085.554674261
2022-12-01 04:50:00,5.516666666666667,21941010.152007155,1951569.7592383015,3062509.9784797584
