,T,LTV,GKW,HTV
2022-12-01 00:00:00,5.6000000000000005,20842118.032101724,2226665.2231757,3983506.335364789
2022-12-01 00:05:00,5.6000000000000005,19184282.21105793,4647734.6589444075,5115833.640317076
2022-12-01 00:10:00,5.6000000000000005,20443465.53478271,2220321.2855346315,4357588.014307407
2022-12-01 00:15:00,5.6000000000000005,17061069.82029365,2750492.0809424687,3879463.4386501857
2022-12-01 00:20:00,5.6000000000000005,16235038.603188397,2791895.430056601,3653984.782894409
2022-12-01 00:25:00,5.6000000000000005,19319514.50040201,3753463.1776032653,2758625.3317660294
2022-12-01 00:30:00,5.6000000000000005,20271157.95584977,2337050.2588382303,6040598.161500603
2022-12-01 00:35:00,5.6000000000000005,21448560.791327994,550460.9035474949,4662504.438821963
2022-12-01 00:40:00,5.6000000000000005,18781193.876245756,2361293.210503576,3876764.2159101353
2022-12-01 00:45:00,5.6000000000000005,16609656.839432199,1670463.2889169562,3120771.786877908
2022-12-01 00:50:00,5.6000000000000005,17643652.00841385,2864797.289701062,4119829.7306787064
2022-12-01 00:55:00,5.6000000000000005,15417335.295056969,2103180.576898895,3199440.599952889
2022-12-01 01:00:00,5.6000000000000005,16628935.350927204,1959422.812260714,3608303.6484798705
2022-12-01 01:05:00,5.6000000000000005,18547345.12586319,1006673.5876880954,3196348.2427401757
2022-12-01 01:10:00,5.6000000000000005,18269258.835265633,1917001.7682819604,4278171.378494813
2022-12-01 01:15:00,5.6000000000000005,20029814.456030097,3673379.8363987263,5445305.721290896
2022-12-01 01:20:00,5.6000000000000005,20596747.540309098,1148861.999593239,4098694.216728851
2022-12-01 01:25:00,5.6000000000000005,21914510.883362178,2805870.4573302283,3588600.3527548327
2022-12-01 01:30:00,5.6000000000000005,20164572.728849303,2265591.1680879057,4128875.7105759922
2022-12-01 01:35:00,5.6000000000000005,20145679.867444202,3627434.807003812,5745678.653470679
2022-12-01 01:40:00,5.6000000000000005,16130731.723535305,1826564.7170256008,3644287.2933233725
2022-12-01 01:45:00,5.6000000000000005,17101170.94779492,2006346.9864294606,5446702.581900756
2022-12-01 01:50:00,5.6000000000000005,19803033.081776734,889073.2938562534,4186524.427737438
2022-12-01 01:55:00,5.6000000000000005,21438644.732605923,2415466.7256171964,3488126.6711536096
2022-12-01 02:00:00,5.6000000000000005,17290250.18773418,2447402.717702386,4632702.41579602
