,T,LTV,GKW,HTV
2022-12-01 00:00:00,5.6000000000000005,20378585.838968217,3987651.0741532934,3738147.651611426
2022-12-01 00:05:00,5.6000000000000005,19992952.131106444,4190669.226750931,4380316.272984025
2022-12-01 00:10:00,5.6000000000000005,18721398.695447862,1921343.3229244803,3734434.777498536
2022-12-01 00:15:00,5.6000000000000005,15873308.101582995,3534862.55958826,5258186.710674854
2022-12-01 00:20:00,5.6000000000000005,18803566.25331051,2972149.1791465366,4384442.637825387
2022-12-01 00:25:00,5.6000000000000005,16012734.54438932,1992500.515535078,4319857.353083654
2022-12-01 00:30:00,5.6000000000000005,18414269.783120036,814598.417501885,4373098.347153057
2022-12-01 00:35:00,5.6000000000000005,13923780.023669038,1723498.669903561,4739926.731736266
2022-12-01 00:40:00,5.6000000000000005,20130097.342978664,3381055.8809355735,3974969.9712749263
2022-12-01 00:45:00,5.6000000000000005,20021286.701245096,2344921.655997981,3783726.9253125316
2022-12-01 00:50:00,5.6000000000000005,19630197.468553983,3893312.8058253163,2879093.5332330363
2022-12-01 00:55:00,5.6000000000000005,18312467.238102205,2756515.4543416915,4577803.37676696
2022-12-01 01:00:00,5.6000000000000005,19465336.690086506,3327560.9783117613,4534819.763521052
2022-12-01 01:05:00,5.6000000000000005,18705125.52174448,1979775.1553602603,6663291.496623943
2022-12-01 01:10:00,5.6000000000000005,17921666.242508557,3354517.9490753682,4400065.973139219
2022-12-01 01:15:00,5.6000000000000005,19909252.442998815,3224191.474873905,4039675.591766155
2022-12-01 01:20:00,5.6000000000000005,18468118.78841097,4058393.1844301764,5267982.20236859
2022-12-01 01:25:00,5.6000000000000005,15211706.924979195,2618387.1818159767,5046943.337620955
2022-12-01 01:30:00,5.6000000000000005,19463605.903837282,3650197.3362878244,3892650.16785528
2022-12-01 01:35:00,5.6000000000000005,19809947.690742046,3256983.9757067002,3952436.1099602813
2022-12-01 01:40:00,5.6000000000000005,22088551.488512,4494200.905626923,5205642.242106497
2022-12-01 01:45:00,5.6000000000000005,20456419.527190633,2095979.8221455915,4614239.741053858
2022-12-01 01:50:00,5.6000000000000005,19049650.999266587,2629773.708777379,3774796.125191613
2022-12-01 01:55:00,5.6000000000000005,20942049.825894635,2735805.9315393544,3992916.866425476
2022-12-01 02:00:00,5.6000000000000005,21873534.184208162,3161796.6308892677,3988522.033971136
2022-12-01 02:05:00,5.6000000000000005,15849925.576759972,2728613.197863289,5415167.891717928
